State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Andhra Pradesh,VIZIANAGARAM,2006,Whole Year ,Sugarcane,20695.00,1141847.00
Andhra Pradesh,VIZIANAGARAM,2006,Whole Year ,Sunflower,39.00,32.00
Andhra Pradesh,VIZIANAGARAM,2006,Whole Year ,Sweet potato,38.00,410.00
Andhra Pradesh,VIZIANAGARAM,2006,Whole Year ,Tapioca,69.00,732.00
Andhra Pradesh,VIZIANAGARAM,2006,Whole Year ,Tobacco,1241.00,2688.00
Andhra Pradesh,VIZIANAGARAM,2006,Whole Year ,Turmeric,155.00,911.00
Andhra Pradesh,VIZIANAGARAM,2007,Kharif     ,Arhar/Tur,2000.00,1000.00
Andhra Pradesh,VIZIANAGARAM,2007,Kharif     ,Bajra,2000.00,2000.00
Andhra Pradesh,VIZIANAGARAM,2007,Kharif     ,Cotton(lint),7000.00,7000.00
Andhra Pradesh,VIZIANAGARAM,2007,Kharif     ,Groundnut,33000.00,38000.00
Andhra Pradesh,VIZIANAGARAM,2007,Kharif     ,Jowar,1000.00,1000.00
Andhra Pradesh,VIZIANAGARAM,2007,Kharif     ,Maize,4000.00,15000.00
Andhra Pradesh,VIZIANAGARAM,2007,Kharif     ,Mesta,43000.00,404000.00
Andhra Pradesh,VIZIANAGARAM,2007,Kharif     ,Moong(Green Gram),1000.00,1000.00
Andhra Pradesh,VIZIANAGARAM,2007,Kharif     ,Ragi,3000.00,4000.00
Andhra Pradesh,VIZIANAGARAM,2007,Kharif     ,Rice,124000.00,362000.00
Andhra Pradesh,VIZIANAGARAM,2007,Kharif     ,Sesamum,25000.00,2000.00
Andhra Pradesh,VIZIANAGARAM,2007,Kharif     ,Small millets,3000.00,2000.00
Andhra Pradesh,VIZIANAGARAM,2007,Kharif     ,Urad,1000.00,1000.00
Andhra Pradesh,VIZIANAGARAM,2007,Rabi       ,Dry chillies,2000.00,2000.00
Andhra Pradesh,VIZIANAGARAM,2007,Rabi       ,Groundnut,3000.00,8000.00
Andhra Pradesh,VIZIANAGARAM,2007,Rabi       ,Horse-gram,17000.00,8000.00
Andhra Pradesh,VIZIANAGARAM,2007,Rabi       ,Maize,7000.00,30000.00
Andhra Pradesh,VIZIANAGARAM,2007,Rabi       ,Moong(Green Gram),19000.00,6000.00
Andhra Pradesh,VIZIANAGARAM,2007,Rabi       ,Ragi,2000.00,2000.00
Andhra Pradesh,VIZIANAGARAM,2007,Rabi       ,Rice,3000.00,7000.00
Andhra Pradesh,VIZIANAGARAM,2007,Rabi       ,Sesamum,5000.00,1000.00
Andhra Pradesh,VIZIANAGARAM,2007,Rabi       ,Urad,16000.00,7000.00
Andhra Pradesh,VIZIANAGARAM,2007,Whole Year ,Sugarcane,22000.00,1246000.00
Andhra Pradesh,VIZIANAGARAM,2007,Whole Year ,Tobacco,1000.00,2000.00
Andhra Pradesh,VIZIANAGARAM,2008,Kharif     ,Arhar/Tur,1878.00,896.00
Andhra Pradesh,VIZIANAGARAM,2008,Kharif     ,Bajra,1351.00,1374.00
Andhra Pradesh,VIZIANAGARAM,2008,Kharif     ,Castor seed,2.00,1.00
Andhra Pradesh,VIZIANAGARAM,2008,Kharif     ,Cotton(lint),6798.00,6358.00
Andhra Pradesh,VIZIANAGARAM,2008,Kharif     ,Dry chillies,296.00,1322.00
Andhra Pradesh,VIZIANAGARAM,2008,Kharif     ,Groundnut,34582.00,31815.00
Andhra Pradesh,VIZIANAGARAM,2008,Kharif     ,Jowar,501.00,1280.00
Andhra Pradesh,VIZIANAGARAM,2008,Kharif     ,Maize,7861.00,21964.00
Andhra Pradesh,VIZIANAGARAM,2008,Kharif     ,Mesta,27918.00,227532.00
Andhra Pradesh,VIZIANAGARAM,2008,Kharif     ,Moong(Green Gram),1863.00,734.00
Andhra Pradesh,VIZIANAGARAM,2008,Kharif     ,Niger seed,207.00,111.00
Andhra Pradesh,VIZIANAGARAM,2008,Kharif     ,Onion,215.00,3613.00
Andhra Pradesh,VIZIANAGARAM,2008,Kharif     ,Ragi,3472.00,2590.00
Andhra Pradesh,VIZIANAGARAM,2008,Kharif     ,Rice,128964.00,307966.00
Andhra Pradesh,VIZIANAGARAM,2008,Kharif     ,Sesamum,17262.00,1778.00
Andhra Pradesh,VIZIANAGARAM,2008,Kharif     ,Small millets,2246.00,1285.00
Andhra Pradesh,VIZIANAGARAM,2008,Kharif     ,Urad,1672.00,607.00
Andhra Pradesh,VIZIANAGARAM,2008,Rabi       ,Dry chillies,1507.00,1735.00
Andhra Pradesh,VIZIANAGARAM,2008,Rabi       ,Gram,214.00,373.00
Andhra Pradesh,VIZIANAGARAM,2008,Rabi       ,Groundnut,3649.00,8707.00
Andhra Pradesh,VIZIANAGARAM,2008,Rabi       ,Horse-gram,14920.00,4431.00
Andhra Pradesh,VIZIANAGARAM,2008,Rabi       ,Jowar,42.00,198.00
Andhra Pradesh,VIZIANAGARAM,2008,Rabi       ,Maize,7789.00,33765.00
Andhra Pradesh,VIZIANAGARAM,2008,Rabi       ,Moong(Green Gram),14514.00,4557.00
Andhra Pradesh,VIZIANAGARAM,2008,Rabi       ,Onion,321.00,3090.00
Andhra Pradesh,VIZIANAGARAM,2008,Rabi       ,Ragi,586.00,933.00
Andhra Pradesh,VIZIANAGARAM,2008,Rabi       ,Rice,1695.00,4043.00
Andhra Pradesh,VIZIANAGARAM,2008,Rabi       ,Sesamum,1737.00,207.00
Andhra Pradesh,VIZIANAGARAM,2008,Rabi       ,Urad,13338.00,7016.00
Andhra Pradesh,VIZIANAGARAM,2008,Whole Year ,Arecanut,5.00,5.00
Andhra Pradesh,VIZIANAGARAM,2008,Whole Year ,Banana,7735.00,135293.00
Andhra Pradesh,VIZIANAGARAM,2008,Whole Year ,Cashewnut,14874.00,4344.00
Andhra Pradesh,VIZIANAGARAM,2008,Whole Year ,Coconut ,2992.00,27323308.00
Andhra Pradesh,VIZIANAGARAM,2008,Whole Year ,Dry ginger,33.00,79.00
Andhra Pradesh,VIZIANAGARAM,2008,Whole Year ,Sugarcane,15900.00,836945.00
Andhra Pradesh,VIZIANAGARAM,2008,Whole Year ,Sunflower,54.00,55.00
Andhra Pradesh,VIZIANAGARAM,2008,Whole Year ,Sweet potato,20.00,272.00
Andhra Pradesh,VIZIANAGARAM,2008,Whole Year ,Tapioca,29.00,360.00
Andhra Pradesh,VIZIANAGARAM,2008,Whole Year ,Tobacco,1806.00,4540.00
Andhra Pradesh,VIZIANAGARAM,2008,Whole Year ,Turmeric,221.00,1519.00
Andhra Pradesh,VIZIANAGARAM,2009,Kharif     ,Arhar/Tur,1894.00,1254.00
Andhra Pradesh,VIZIANAGARAM,2009,Kharif     ,Bajra,846.00,890.00
Andhra Pradesh,VIZIANAGARAM,2009,Kharif     ,Castor seed,1.00,1.00
Andhra Pradesh,VIZIANAGARAM,2009,Kharif     ,Cotton(lint),8808.00,15129.00
Andhra Pradesh,VIZIANAGARAM,2009,Kharif     ,Dry chillies,269.00,1290.00
Andhra Pradesh,VIZIANAGARAM,2009,Kharif     ,Groundnut,27430.00,25455.00
Andhra Pradesh,VIZIANAGARAM,2009,Kharif     ,Jowar,440.00,519.00
Andhra Pradesh,VIZIANAGARAM,2009,Kharif     ,Maize,7618.00,29428.00
Andhra Pradesh,VIZIANAGARAM,2009,Kharif     ,Mesta,16496.00,129860.00
Andhra Pradesh,VIZIANAGARAM,2009,Kharif     ,Moong(Green Gram),1956.00,348.00
Andhra Pradesh,VIZIANAGARAM,2009,Kharif     ,Niger seed,106.00,48.00
Andhra Pradesh,VIZIANAGARAM,2009,Kharif     ,Onion,165.00,2672.00
Andhra Pradesh,VIZIANAGARAM,2009,Kharif     ,Ragi,2724.00,4195.00
Andhra Pradesh,VIZIANAGARAM,2009,Kharif     ,Rice,104550.00,229801.00
Andhra Pradesh,VIZIANAGARAM,2009,Kharif     ,Sesamum,10552.00,2712.00
Andhra Pradesh,VIZIANAGARAM,2009,Kharif     ,Small millets,1822.00,1474.00
Andhra Pradesh,VIZIANAGARAM,2009,Kharif     ,Urad,2022.00,596.00
Andhra Pradesh,VIZIANAGARAM,2009,Rabi       ,Arhar/Tur,120.00,79.00
Andhra Pradesh,VIZIANAGARAM,2009,Rabi       ,Bajra,5.00,5.00
Andhra Pradesh,VIZIANAGARAM,2009,Rabi       ,Dry chillies,1167.00,1549.00
Andhra Pradesh,VIZIANAGARAM,2009,Rabi       ,Gram,237.00,389.00
Andhra Pradesh,VIZIANAGARAM,2009,Rabi       ,Groundnut,4101.00,7046.00
Andhra Pradesh,VIZIANAGARAM,2009,Rabi       ,Horse-gram,13515.00,8177.00
Andhra Pradesh,VIZIANAGARAM,2009,Rabi       ,Jowar,5.00,17.00
Andhra Pradesh,VIZIANAGARAM,2009,Rabi       ,Maize,9471.00,34010.00
Andhra Pradesh,VIZIANAGARAM,2009,Rabi       ,Moong(Green Gram),17129.00,7091.00
Andhra Pradesh,VIZIANAGARAM,2009,Rabi       ,Onion,303.00,7694.00
Andhra Pradesh,VIZIANAGARAM,2009,Rabi       ,Other  Rabi pulses,5.00,1.00
Andhra Pradesh,VIZIANAGARAM,2009,Rabi       ,Ragi,745.00,944.00
Andhra Pradesh,VIZIANAGARAM,2009,Rabi       ,Rice,3683.00,9285.00
Andhra Pradesh,VIZIANAGARAM,2009,Rabi       ,Sesamum,8709.00,2081.00
Andhra Pradesh,VIZIANAGARAM,2009,Rabi       ,Urad,15759.00,7722.00
Andhra Pradesh,VIZIANAGARAM,2009,Whole Year ,Arecanut,1.00,1.00
Andhra Pradesh,VIZIANAGARAM,2009,Whole Year ,Banana,7755.00,145608.00
Andhra Pradesh,VIZIANAGARAM,2009,Whole Year ,Cashewnut,16343.00,4864.00
Andhra Pradesh,VIZIANAGARAM,2009,Whole Year ,Coconut ,3154.00,35609532.00
Andhra Pradesh,VIZIANAGARAM,2009,Whole Year ,Dry ginger,16.00,31.00
Andhra Pradesh,VIZIANAGARAM,2009,Whole Year ,Sugarcane,12077.00,614676.00
Andhra Pradesh,VIZIANAGARAM,2009,Whole Year ,Sunflower,41.00,40.00
Andhra Pradesh,VIZIANAGARAM,2009,Whole Year ,Sweet potato,15.00,
Andhra Pradesh,VIZIANAGARAM,2009,Whole Year ,Tapioca,5.00,65.00
Andhra Pradesh,VIZIANAGARAM,2009,Whole Year ,Tobacco,1920.00,4250.00
Andhra Pradesh,VIZIANAGARAM,2009,Whole Year ,Turmeric,192.00,1197.00
Andhra Pradesh,VIZIANAGARAM,2010,Kharif     ,Arhar/Tur,2460.00,1245.00
Andhra Pradesh,VIZIANAGARAM,2010,Kharif     ,Bajra,619.00,355.00
Andhra Pradesh,VIZIANAGARAM,2010,Kharif     ,Castor seed,17.00,7.00
Andhra Pradesh,VIZIANAGARAM,2010,Kharif     ,Cotton(lint),11463.00,10721.00
Andhra Pradesh,VIZIANAGARAM,2010,Kharif     ,Dry chillies,210.00,697.00
Andhra Pradesh,VIZIANAGARAM,2010,Kharif     ,Groundnut,22626.00,24097.00
Andhra Pradesh,VIZIANAGARAM,2010,Kharif     ,Jowar,454.00,657.00
Andhra Pradesh,VIZIANAGARAM,2010,Kharif     ,Maize,8265.00,22373.00
Andhra Pradesh,VIZIANAGARAM,2010,Kharif     ,Mesta,19001.00,174704.00
Andhra Pradesh,VIZIANAGARAM,2010,Kharif     ,Moong(Green Gram),1817.00,452.00
Andhra Pradesh,VIZIANAGARAM,2010,Kharif     ,Niger seed,114.00,64.00
Andhra Pradesh,VIZIANAGARAM,2010,Kharif     ,Onion,181.00,3594.00
Andhra Pradesh,VIZIANAGARAM,2010,Kharif     ,Ragi,2474.00,2360.00
Andhra Pradesh,VIZIANAGARAM,2010,Kharif     ,Rice,126290.00,325213.00
Andhra Pradesh,VIZIANAGARAM,2010,Kharif     ,Sesamum,9056.00,1069.00
Andhra Pradesh,VIZIANAGARAM,2010,Kharif     ,Small millets,1806.00,1461.00
Andhra Pradesh,VIZIANAGARAM,2010,Kharif     ,Urad,2075.00,876.00
Andhra Pradesh,VIZIANAGARAM,2010,Rabi       ,Dry chillies,1373.00,1157.00
Andhra Pradesh,VIZIANAGARAM,2010,Rabi       ,Gram,202.00,336.00
Andhra Pradesh,VIZIANAGARAM,2010,Rabi       ,Groundnut,3132.00,4203.00
Andhra Pradesh,VIZIANAGARAM,2010,Rabi       ,Horse-gram,11524.00,3803.00
Andhra Pradesh,VIZIANAGARAM,2010,Rabi       ,Maize,10721.00,46433.00
Andhra Pradesh,VIZIANAGARAM,2010,Rabi       ,Moong(Green Gram),17541.00,6245.00
Andhra Pradesh,VIZIANAGARAM,2010,Rabi       ,Onion,383.00,5001.00
Andhra Pradesh,VIZIANAGARAM,2010,Rabi       ,Ragi,797.00,1286.00
Andhra Pradesh,VIZIANAGARAM,2010,Rabi       ,Rapeseed &Mustard,5.00,12.00
Andhra Pradesh,VIZIANAGARAM,2010,Rabi       ,Rice,7254.00,23452.00
Andhra Pradesh,VIZIANAGARAM,2010,Rabi       ,Sesamum,6144.00,1831.00
Andhra Pradesh,VIZIANAGARAM,2010,Rabi       ,Urad,17475.00,7305.00
Andhra Pradesh,VIZIANAGARAM,2010,Whole Year ,Banana,7835.00,167277.00
Andhra Pradesh,VIZIANAGARAM,2010,Whole Year ,Cashewnut,16477.00,3948.00
Andhra Pradesh,VIZIANAGARAM,2010,Whole Year ,Dry ginger,28.00,261.00
Andhra Pradesh,VIZIANAGARAM,2010,Whole Year ,Ginger,28.00,261.00
Andhra Pradesh,VIZIANAGARAM,2010,Whole Year ,Potato,2.00,22.00
Andhra Pradesh,VIZIANAGARAM,2010,Whole Year ,Sugarcane,15208.00,972574.00
Andhra Pradesh,VIZIANAGARAM,2010,Whole Year ,Sunflower,123.00,153.00
Andhra Pradesh,VIZIANAGARAM,2010,Whole Year ,Sweet potato,35.00,448.00
Andhra Pradesh,VIZIANAGARAM,2010,Whole Year ,Tapioca,16.00,105.00
Andhra Pradesh,VIZIANAGARAM,2010,Whole Year ,Tobacco,1000.00,2964.00
Andhra Pradesh,VIZIANAGARAM,2010,Whole Year ,Turmeric,224.00,1368.00
Andhra Pradesh,VIZIANAGARAM,2011,Kharif     ,Arhar/Tur,1401.00,743.00
Andhra Pradesh,VIZIANAGARAM,2011,Kharif     ,Bajra,146.00,113.00
Andhra Pradesh,VIZIANAGARAM,2011,Kharif     ,Castor seed,4.00,2.00
Andhra Pradesh,VIZIANAGARAM,2011,Kharif     ,Cotton(lint),11728.00,15798.00
Andhra Pradesh,VIZIANAGARAM,2011,Kharif     ,Dry chillies,148.00,563.00
Andhra Pradesh,VIZIANAGARAM,2011,Kharif     ,Groundnut,17056.00,20263.00
Andhra Pradesh,VIZIANAGARAM,2011,Kharif     ,Jowar,334.00,718.00
Andhra Pradesh,VIZIANAGARAM,2011,Kharif     ,Maize,10420.00,28176.00
Andhra Pradesh,VIZIANAGARAM,2011,Kharif     ,Mesta,19164.00,152247.00
Andhra Pradesh,VIZIANAGARAM,2011,Kharif     ,Moong(Green Gram),1547.00,903.00
Andhra Pradesh,VIZIANAGARAM,2011,Kharif     ,Niger seed,43.00,15.00
Andhra Pradesh,VIZIANAGARAM,2011,Kharif     ,Onion,120.00,1729.00
Andhra Pradesh,VIZIANAGARAM,2011,Kharif     ,other oilseeds,3533.00,80782.00
Andhra Pradesh,VIZIANAGARAM,2011,Kharif     ,Ragi,1387.00,720.00
Andhra Pradesh,VIZIANAGARAM,2011,Kharif     ,Rice,123491.00,265106.00
Andhra Pradesh,VIZIANAGARAM,2011,Kharif     ,Sesamum,12856.00,1543.00
Andhra Pradesh,VIZIANAGARAM,2011,Kharif     ,Small millets,300.00,133.00
Andhra Pradesh,VIZIANAGARAM,2011,Kharif     ,Urad,1783.00,893.00
Andhra Pradesh,VIZIANAGARAM,2011,Rabi       ,Dry chillies,1077.00,1670.00
Andhra Pradesh,VIZIANAGARAM,2011,Rabi       ,Gram,250.00,379.00
Andhra Pradesh,VIZIANAGARAM,2011,Rabi       ,Groundnut,2387.00,3535.00
Andhra Pradesh,VIZIANAGARAM,2011,Rabi       ,Horse-gram,9814.00,3150.00
Andhra Pradesh,VIZIANAGARAM,2011,Rabi       ,Jowar,13.00,61.00
Andhra Pradesh,VIZIANAGARAM,2011,Rabi       ,Maize,10199.00,63448.00
Andhra Pradesh,VIZIANAGARAM,2011,Rabi       ,Moong(Green Gram),14019.00,6995.00
Andhra Pradesh,VIZIANAGARAM,2011,Rabi       ,Onion,233.00,5965.00
Andhra Pradesh,VIZIANAGARAM,2011,Rabi       ,other oilseeds,43.00,15.00
Andhra Pradesh,VIZIANAGARAM,2011,Rabi       ,Ragi,601.00,686.00
Andhra Pradesh,VIZIANAGARAM,2011,Rabi       ,Rice,1078.00,2639.00
Andhra Pradesh,VIZIANAGARAM,2011,Rabi       ,Sesamum,6885.00,1838.00
Andhra Pradesh,VIZIANAGARAM,2011,Rabi       ,Urad,13409.00,7455.00
Andhra Pradesh,VIZIANAGARAM,2011,Whole Year ,Arecanut,1.00,
Andhra Pradesh,VIZIANAGARAM,2011,Whole Year ,Banana,7433.00,133645.00
Andhra Pradesh,VIZIANAGARAM,2011,Whole Year ,Cashewnut,16430.00,4034.00
Andhra Pradesh,VIZIANAGARAM,2011,Whole Year ,Coconut ,2689.00,37657088.00
Andhra Pradesh,VIZIANAGARAM,2011,Whole Year ,Dry ginger,5.00,46.00
Andhra Pradesh,VIZIANAGARAM,2011,Whole Year ,Sugarcane,16185.00,1056677.00
Andhra Pradesh,VIZIANAGARAM,2011,Whole Year ,Sunflower,63.00,65.00
Andhra Pradesh,VIZIANAGARAM,2011,Whole Year ,Sweet potato,26.00,334.00
Andhra Pradesh,VIZIANAGARAM,2011,Whole Year ,Tapioca,12.00,120.00
Andhra Pradesh,VIZIANAGARAM,2011,Whole Year ,Tobacco,1344.00,2459.00
Andhra Pradesh,VIZIANAGARAM,2011,Whole Year ,Turmeric,203.00,1524.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Arecanut,1.00,1.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Arhar/Tur,1787.00,1410.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Bajra,353.00,277.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Brinjal,673.00,5092.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Cabbage,101.00,2659.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Cashewnut,15374.00,4335.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Castor seed,1.00,1.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Cotton(lint),14658.00,29316.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Dry chillies,171.00,707.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Groundnut,11524.00,12400.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Jowar,647.00,1716.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Lemon,28.00,206.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Maize,9861.00,39267.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Mango,36067.00,100555.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Mesta,12243.00,110527.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Moong(Green Gram),870.00,389.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Onion,51.00,974.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Papaya,262.00,28540.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Pome Granet,5.00,67.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Ragi,2583.00,4236.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Rice,119079.00,306509.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Sapota,128.00,1690.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Sesamum,8845.00,1681.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Small millets,383.00,246.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Sugarcane,16021.00,996737.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Sweet potato,3.00,29.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Tapioca,12.00,221.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Tomato,353.00,7706.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Turmeric,107.00,709.00
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Urad,938.00,664.00
Andhra Pradesh,VIZIANAGARAM,2012,Rabi       ,Brinjal,313.00,2368.00
Andhra Pradesh,VIZIANAGARAM,2012,Rabi       ,Cabbage,87.00,2291.00
Andhra Pradesh,VIZIANAGARAM,2012,Rabi       ,Dry chillies,943.00,1342.00
Andhra Pradesh,VIZIANAGARAM,2012,Rabi       ,Gram,254.00,461.00
Andhra Pradesh,VIZIANAGARAM,2012,Rabi       ,Groundnut,1984.00,3307.00
Andhra Pradesh,VIZIANAGARAM,2012,Rabi       ,Horse-gram,6655.00,2516.00
Andhra Pradesh,VIZIANAGARAM,2012,Rabi       ,Maize,11245.00,55359.00
Andhra Pradesh,VIZIANAGARAM,2012,Rabi       ,Moong(Green Gram),14111.00,5673.00
Andhra Pradesh,VIZIANAGARAM,2012,Rabi       ,Niger seed,18.00,10.00
Andhra Pradesh,VIZIANAGARAM,2012,Rabi       ,Onion,242.00,5326.00
Andhra Pradesh,VIZIANAGARAM,2012,Rabi       ,Potato,27.00,475.00
Andhra Pradesh,VIZIANAGARAM,2012,Rabi       ,Ragi,414.00,438.00
Andhra Pradesh,VIZIANAGARAM,2012,Rabi       ,Rice,6690.00,14310.00
Andhra Pradesh,VIZIANAGARAM,2012,Rabi       ,Sesamum,4883.00,1372.00
Andhra Pradesh,VIZIANAGARAM,2012,Rabi       ,Sunflower,84.00,81.00
Andhra Pradesh,VIZIANAGARAM,2012,Rabi       ,Sweet potato,63.00,607.00
Andhra Pradesh,VIZIANAGARAM,2012,Rabi       ,Tobacco,1182.00,3000.00
Andhra Pradesh,VIZIANAGARAM,2012,Rabi       ,Tomato,505.00,4918.00
Andhra Pradesh,VIZIANAGARAM,2012,Rabi       ,Urad,17403.00,10897.00
Andhra Pradesh,VIZIANAGARAM,2012,Whole Year ,Coconut ,2549.00,43552000.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Arhar/Tur,1880.00,1807.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Bajra,207.00,182.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Brinjal,599.00,3864.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Cabbage,109.00,2046.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Cashewnut,15106.00,4955.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Castor seed,1.00,1.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Cotton(lint),15303.00,26735.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Dry chillies,192.00,931.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Groundnut,8927.00,10873.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Jowar,280.00,489.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Lemon,29.00,231.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Maize,13410.00,40418.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Mango,38639.00,120554.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Mesta,6184.00,56171.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Moong(Green Gram),837.00,344.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Onion,93.00,1751.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,other oilseeds,4917.00,63157.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Papaya,425.00,41606.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Pome Granet,5.00,72.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Ragi,2230.00,1708.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Rice,109271.00,270446.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Sapota,128.00,1204.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Sesamum,8309.00,1338.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Small millets,499.00,282.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Sugarcane,16894.00,1062110.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Tobacco,3.00,11.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Tomato,358.00,6400.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Turmeric,128.00,852.00
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Urad,950.00,594.00
Andhra Pradesh,VIZIANAGARAM,2013,Rabi       ,Bajra,3.00,3.00
Andhra Pradesh,VIZIANAGARAM,2013,Rabi       ,Brinjal,343.00,2212.00
Andhra Pradesh,VIZIANAGARAM,2013,Rabi       ,Cabbage,56.00,1051.00
Andhra Pradesh,VIZIANAGARAM,2013,Rabi       ,Dry chillies,848.00,986.00
Andhra Pradesh,VIZIANAGARAM,2013,Rabi       ,Gram,525.00,1012.00
Andhra Pradesh,VIZIANAGARAM,2013,Rabi       ,Groundnut,2378.00,3051.00
Andhra Pradesh,VIZIANAGARAM,2013,Rabi       ,Horse-gram,4531.00,1758.00
Andhra Pradesh,VIZIANAGARAM,2013,Rabi       ,Maize,15255.00,86130.00
Andhra Pradesh,VIZIANAGARAM,2013,Rabi       ,Moong(Green Gram),13454.00,5758.00
Andhra Pradesh,VIZIANAGARAM,2013,Rabi       ,Niger seed,98.00,42.00
Andhra Pradesh,VIZIANAGARAM,2013,Rabi       ,Onion,159.00,2944.00
Andhra Pradesh,VIZIANAGARAM,2013,Rabi       ,Ragi,609.00,671.00
Andhra Pradesh,VIZIANAGARAM,2013,Rabi       ,Rice,7507.00,20479.00
Andhra Pradesh,VIZIANAGARAM,2013,Rabi       ,Sesamum,5406.00,1449.00
Andhra Pradesh,VIZIANAGARAM,2013,Rabi       ,Sunflower,56.00,63.00
Andhra Pradesh,VIZIANAGARAM,2013,Rabi       ,Sweet potato,50.00,439.00
Andhra Pradesh,VIZIANAGARAM,2013,Rabi       ,Tobacco,741.00,1250.00
Andhra Pradesh,VIZIANAGARAM,2013,Rabi       ,Tomato,496.00,5607.00
Andhra Pradesh,VIZIANAGARAM,2013,Rabi       ,Urad,17077.00,9170.00
Andhra Pradesh,VIZIANAGARAM,2013,Whole Year ,Banana,7124.00,77367.00
Andhra Pradesh,VIZIANAGARAM,2013,Whole Year ,Cashewnut,15106.00,4955.00
Andhra Pradesh,VIZIANAGARAM,2013,Whole Year ,Castor seed,1.00,1.00
Andhra Pradesh,VIZIANAGARAM,2013,Whole Year ,Coconut ,2630.00,43592000.00
Andhra Pradesh,VIZIANAGARAM,2013,Whole Year ,Sannhamp,106.00,
Andhra Pradesh,VIZIANAGARAM,2013,Whole Year ,Sweet potato,50.00,607.00
Andhra Pradesh,VIZIANAGARAM,2014,Kharif     ,Arhar/Tur,1065.00,889.00
Andhra Pradesh,VIZIANAGARAM,2014,Kharif     ,Bajra,132.00,95.00
Andhra Pradesh,VIZIANAGARAM,2014,Kharif     ,Brinjal,433.00,4159.00
Andhra Pradesh,VIZIANAGARAM,2014,Kharif     ,Cabbage,74.00,912.00
